company_name,status_label,year,current_assets,cogs,depreciation_&_amortization,ebitda,inventory,net_income,total_receivables,market_value,net_sales,total_assets,longterm_debt,ebit,gross_profit,current_liabilities,retained_earnings,total_revenue,total_liabilities,total_operating_expenses
C_1295,alive,2018,124.29,119.415,1.854,11.676,24.71,5.305,33.224,75.9188,176.426,149.406,7.96,9.822,57.011,45.143,-31.368,176.426,56.316,164.75
C_1297,alive,1999,20.369,6.079,1.737,10.58,5.999,6.003,3.857,69.3,29.478,43.555,58.9395,8.843,23.399,4.191,5.453,29.478,6.517,18.898
C_1297,alive,2000,21.998,6.537,2.184,3.293,5.648,0.954,4.593,156.0521,23.082,45.372,58.9395,1.109,16.545,2.91,6.565,23.082,5.212,19.789
C_1297,alive,2002,123.685,18.359,3.252,12.5,13.723,6.684,11.036,433.5201,57.372,158.344,58.9395,9.248,39.013,9.405,14.38,57.372,13.299,44.872
C_1299,alive,1999,30.797,34.929,3.425,15.908,8.537,7.802,17.078,98.3775,71.987,71.774,11.901,12.483,37.058,12.218,20.884,71.987,25.792,56.079
C_1299,alive,2000,34.319,38.825,3.834,19.123,10.072,8.919,20.21,110.835,83.77,73.264,15.596,15.289,44.945,12.192,27.565,83.77,30.148,64.647
C_1299,alive,2001,44.578,45.7,3.916,22.803,16.871,10.843,21.207,214.7893,93.554,88.029,21.526,18.887,47.854,13.542,35.802,93.554,37.423,70.751
C_1299,alive,2002,43.094,50.223,3.539,13.028,11.89,6.824,25.413,131.8032,89.694,100.044,24.772,9.489,39.471,12.171,40.123,89.694,40.818,76.666
C_1299,alive,2005,67.237,94.053,5.811,6.852,27.411,-0.65,32.745,174.2349,146.353,136.79,49.587,1.041,52.3,24.304,23.95,146.353,74.944,139.501
C_1299,alive,2007,64.249,83.788,4.638,13.399,25.591,-3.579,33.923,169.0293,137.478,119.374,47.0,8.761,53.69,26.121,3.347,137.478,74.166,124.079
C_1299,alive,2008,66.871,61.767,3.2,11.544,19.389,0.471,23.801,74.9124,101.806,121.543,40.0,8.344,40.039,36.647,-0.049,101.806,77.706,90.262
C_1300,alive,2003,56.415,162.01,1.223,12.037,23.397,2.779,36.269,83.1817,206.605,99.704,58.9395,10.814,44.595,32.534,-31.301,206.605,32.534,194.568
C_1300,alive,2004,57.701,128.304,1.219,6.643,23.397,2.207,40.536,57.2679,169.277,98.101,58.9395,5.424,40.973,28.156,-28.915,169.277,28.156,162.634
C_1300,alive,2005,64.116,137.935,1.206,7.222,23.397,3.536,44.93,59.8128,180.618,106.773,58.9395,6.016,42.683,31.084,-25.133,180.618,31.084,173.396
C_1300,alive,2006,55.491,151.412,1.508,9.265,23.397,6.356,48.141,70.8138,201.92,100.04,58.9395,7.757,50.508,16.647,-18.757,201.92,16.647,192.655
C_1300,alive,2007,61.207,161.233,1.442,11.558,23.397,6.769,47.361,70.901,214.209,109.714,58.9395,10.116,52.976,17.666,-11.506,214.209,17.666,202.651
C_1300,alive,2009,60.677,142.558,1.621,2.95,23.397,6.922,46.353,32.5308,189.393,78.209,58.9395,1.329,46.835,14.013,-44.607,189.393,14.906,186.443
C_1300,alive,2010,68.587,115.835,1.341,10.362,23.397,5.795,41.213,60.9817,162.022,83.012,58.9395,9.021,46.187,13.159,-38.664,162.022,13.404,151.66
C_1300,alive,2011,73.229,103.075,1.149,8.158,23.397,4.278,42.06,66.0087,143.811,86.178,58.9395,7.009,40.736,14.29,-34.495,143.811,14.517,135.653
C_1300,alive,2012,70.345,106.102,1.321,6.549,23.397,3.227,53.716,63.3399,145.817,84.548,58.9395,5.228,39.715,25.063,-43.889,145.817,25.776,139.268
C_1300,alive,2013,72.704,126.417,1.111,8.847,23.397,1.99,59.679,86.6846,170.778,86.524,58.9395,7.736,44.361,24.739,-42.422,170.778,25.146,161.931
C_1300,alive,2014,72.579,142.077,1.203,11.825,23.397,6.814,62.984,88.704,193.77,87.273,20.0,10.622,51.693,23.633,-62.842,193.77,44.408,181.945
C_1300,alive,2017,55.639,138.35,1.757,7.855,23.397,2.01,49.082,76.2125,186.737,73.279,27.279,6.098,48.387,22.188,-68.273,186.737,51.248,178.882
C_1300,alive,2018,58.811,151.042,1.567,8.428,23.397,2.715,54.904,39.5405,200.352,81.51,27.54,6.861,49.31,23.188,-65.918,200.352,54.311,191.924
C_1304,alive,2004,60.224,25.189,1.246,10.639,8.132,13.5,9.728,121.4228,56.578,65.416,58.9395,9.393,31.389,6.792,3.764,56.578,7.222,45.939
C_1304,alive,2005,59.194,54.873,2.378,17.789,18.057,10.686,20.337,252.5564,103.263,100.626,3.748,15.411,48.39,18.027,14.452,103.263,22.986,85.474
C_1304,alive,2006,80.263,74.297,3.441,20.338,21.106,11.865,27.828,197.1005,134.209,120.004,58.9395,16.897,59.912,17.991,26.347,134.209,18.139,113.871
C_1306,alive,1999,26.616,18.295,4.427,9.76,4.266,2.533,4.166,27.874,31.537,77.688,42.5,5.333,13.242,6.033,27.376,31.537,48.891,21.777
C_1306,alive,2000,13.668,21.408,4.871,7.112,4.232,-0.291,4.101,19.91,32.456,94.058,44.167,2.241,11.048,21.513,26.685,32.456,65.952,25.344
C_1306,alive,2001,12.158,23.371,5.917,12.307,5.057,1.773,5.699,32.828,39.753,89.409,40.833,6.39,16.382,9.601,27.535,39.753,50.902,27.446
C_1306,alive,2002,10.472,23.484,6.17,11.709,4.782,0.636,5.202,21.46,39.162,84.519,37.5,5.539,15.678,7.958,27.334,39.162,46.213,27.453
C_1306,alive,2003,18.664,26.091,6.103,14.677,4.609,3.86,6.959,39.258,45.256,99.5,47.886,8.574,19.165,8.755,30.92,45.256,57.54,30.579
C_1306,alive,2004,15.802,31.236,7.423,19.403,5.113,6.329,9.466,66.3408,55.679,100.339,41.39,11.98,24.443,9.669,37.123,55.679,52.116,36.276
C_1308,alive,1999,29.495,78.439,2.39,6.271,15.561,-0.535,11.037,9.2055,91.986,53.732,29.559,3.881,13.547,14.082,4.083,91.986,44.843,85.715
C_1313,alive,1999,8.257,8.565,0.557,-0.518,23.397,3.673,2.578,15.18,8.047,27.847,58.9395,-1.075,-0.518,2.246,26.511,8.047,5.056,8.565
C_1313,alive,2001,15.063,5.576,1.014,0.505,2.14,1.084,3.644,9.6773,11.898,24.387,58.9395,-0.509,6.322,1.59,26.312,11.898,1.795,11.393
C_1316,alive,1999,17.938,8.212,2.538,1.145,1.616,-1.256,1.818,18.6525,16.551,28.649,58.9395,-1.393,8.339,1.537,17.005,16.551,2.255,15.406
C_1316,alive,2000,21.445,10.361,2.245,3.892,1.292,1.051,5.093,15.9005,22.235,31.278,58.9395,1.647,11.874,3.237,18.147,22.235,3.806,18.343
C_1317,alive,1999,41.102,63.189,3.44,11.168,12.663,5.941,14.8,50.1525,74.357,61.593,58.9395,7.728,11.168,8.419,39.793,74.357,9.285,63.189
C_1317,alive,2000,43.054,70.332,3.461,6.253,11.246,2.142,13.333,56.4584,76.585,63.012,58.9395,2.792,6.253,8.796,41.003,76.585,9.591,70.332
C_1320,alive,1999,10.316,14.537,0.461,1.356,3.449,0.38,5.244,7.9819,24.41,11.87,0.377,0.895,9.873,5.967,2.343,24.41,8.235,23.054
C_1326,alive,1999,61.197,152.346,2.021,16.259,24.012,7.155,33.312,43.2256,218.176,75.392,5.02,14.238,65.83,51.366,2.17,218.176,56.386,201.917
C_1326,alive,2000,77.13,186.698,2.323,18.318,29.79,8.51,42.005,67.7738,260.569,91.752,2.224,15.995,73.871,61.73,10.958,260.569,63.954,242.251
C_1327,alive,2012,31.469,4.915,0.174,2.872,2.074,2.721,2.268,36.511,10.51,32.456,58.9395,2.698,5.595,1.576,31.549,10.51,1.709,7.638
C_1327,alive,2013,34.178,4.746,0.156,3.67,2.233,3.122,2.037,37.725,11.025,35.083,58.9395,3.514,6.279,2.184,33.639,11.025,2.284,7.355
C_1327,alive,2014,35.885,5.317,0.149,3.703,2.275,3.152,2.545,41.7158,11.903,36.856,58.9395,3.554,6.586,2.372,35.242,11.903,2.487,8.2
C_1327,alive,2015,35.591,4.795,0.182,3.544,2.964,3.086,2.111,35.4553,11.24,36.668,58.9395,3.362,6.445,1.693,35.684,11.24,1.884,7.696
C_1327,alive,2016,37.439,5.037,0.187,2.97,2.304,2.401,2.104,41.9831,10.904,38.464,58.9395,2.783,5.867,1.793,37.22,10.904,2.699,7.934
C_1327,alive,2017,37.804,6.059,0.257,2.749,3.267,2.546,3.294,42.4764,11.931,40.942,58.9395,2.492,5.872,2.257,38.995,11.931,3.212,9.182
C_1331,alive,1999,17.774,46.56,4.132,10.529,8.363,2.883,6.306,36.8891,57.089,77.79,23.337,6.397,10.529,21.95,9.501,57.089,49.635,46.56
C_1331,alive,2000,23.014,66.432,4.403,11.318,12.421,2.874,6.251,36.1109,77.75,87.408,23.311,6.915,11.318,29.305,10.315,77.75,57.422,66.432
C_1331,alive,2001,26.976,105.886,4.828,11.557,13.474,2.307,7.156,37.4,117.443,93.571,22.507,6.729,11.557,35.168,10.415,117.443,62.846,105.886
C_1331,alive,2002,22.297,68.975,5.114,11.251,2.173,2.487,4.461,35.4152,80.226,92.401,30.377,6.137,11.251,23.852,10.893,80.226,60.332,68.975
C_1331,alive,2003,27.678,91.099,5.199,13.263,2.559,3.528,6.183,45.7686,104.362,100.497,30.22,8.064,13.263,30.695,11.865,104.362,66.639,91.099
C_1331,alive,2004,43.808,94.062,3.891,9.085,2.47,12.934,5.978,48.6906,103.147,114.973,26.0,5.194,9.085,40.746,13.23,103.147,78.351,94.062
C_1331,alive,2005,39.048,110.105,4.029,11.543,24.166,3.507,7.442,55.5395,121.648,113.563,30.0,7.514,11.543,32.715,13.942,121.648,75.406,110.105
C_1331,alive,2006,35.14,95.845,4.247,11.953,23.982,3.512,5.217,55.4001,107.798,114.663,30.0,7.706,11.953,29.839,15.28,107.798,74.168,95.845
C_1331,alive,2007,41.46,77.855,4.088,12.046,19.673,3.806,4.448,59.0001,89.901,116.332,23.0,7.958,12.046,32.999,15.968,89.901,73.967,77.855
C_1331,alive,2008,38.412,81.468,4.331,13.169,26.677,4.221,5.174,62.4926,94.637,118.128,23.0,8.838,13.169,31.616,16.685,94.637,74.405,81.468
C_1331,alive,2009,34.118,68.68,3.66,13.504,16.661,4.869,3.65,61.6621,82.184,118.802,28.0,9.844,13.504,21.295,16.997,82.184,74.002,68.68
C_1331,alive,2010,31.655,61.025,3.818,12.799,14.373,4.445,3.361,68.6748,73.824,120.683,28.0,8.981,12.799,17.854,17.475,73.824,74.373,61.025
C_1331,alive,2011,31.004,57.482,4.004,13.317,13.474,4.653,3.716,85.748,70.799,125.549,13.0,9.313,13.317,31.027,18.832,70.799,76.763,57.482
C_1331,alive,2012,30.247,45.781,4.232,13.019,10.079,4.297,4.761,84.3116,58.8,129.756,13.0,8.787,13.019,29.542,19.954,58.8,79.073,45.781
C_1331,alive,2013,22.208,49.938,4.473,13.268,11.077,4.262,3.729,90.8366,63.206,124.527,13.0,8.795,13.268,29.457,17.952,63.206,75.024,49.938
C_1331,alive,2014,21.011,60.622,4.712,14.394,12.297,4.708,3.73,93.928,75.016,139.321,30.5,9.682,14.394,20.353,20.182,75.016,87.3,60.622
C_1331,alive,2015,18.443,53.077,5.107,15.113,9.128,5.094,3.197,95.7682,68.19,148.141,30.317,10.006,15.113,23.203,20.486,68.19,95.3,53.077
C_1331,alive,2016,15.482,42.259,5.592,16.804,8.261,5.807,3.479,113.4277,59.063,165.553,33.636,11.212,16.804,28.497,22.216,59.063,109.886,42.259
C_1333,alive,2006,1.394,1.224,0.552,-1.916,23.397,-1.201,0.181,6.3804,2.071,19.455,12.246,-2.468,0.847,5.657,-45.871,2.071,17.903,3.987
C_1335,alive,1999,27.949,49.249,4.405,7.115,10.632,0.39,13.159,22.1625,70.16,46.626,9.016,2.71,20.911,13.259,15.339,70.16,23.176,63.045
C_1335,alive,2000,41.426,62.154,4.676,12.279,18.985,4.63,17.949,63.55,92.856,58.067,11.779,7.603,30.702,17.145,19.401,92.856,29.674,80.577
C_1342,failed,1999,7.572,15.043,0.582,1.967,4.034,-0.194,2.003,6.7958,24.696,16.58,3.493,1.385,9.653,10.74,-28.499,24.696,14.472,22.729
C_1342,failed,2000,6.466,18.073,0.683,2.241,2.116,0.434,2.103,4.752,28.008,15.36,3.795,1.558,9.935,7.613,-28.334,28.008,12.501,25.767
C_1342,failed,2001,5.528,18.85,0.726,2.227,1.838,0.531,1.723,6.0826,29.02,12.627,2.73,1.501,10.17,5.295,-28.273,29.02,9.755,26.793
C_1342,failed,2002,5.552,14.874,0.671,1.27,2.337,0.212,1.754,3.8054,23.601,12.888,2.273,0.599,8.727,6.109,-29.107,23.601,10.43,22.331
C_1342,failed,2003,5.948,16.451,0.658,2.579,1.903,0.703,2.198,9.5367,26.74,12.603,1.946,1.921,10.289,5.811,-28.566,26.74,9.128,24.161
C_1342,failed,2004,6.111,18.884,0.772,1.839,2.334,0.193,1.876,7.9046,28.483,13.942,2.491,1.067,9.599,7.171,-28.581,28.483,10.069,26.644
C_1342,failed,2005,5.873,17.455,0.738,1.721,2.555,-0.333,1.832,5.832,26.563,12.654,2.468,0.983,9.108,6.633,-29.44,26.563,9.35,24.842
C_1342,failed,2006,6.196,19.807,0.616,1.709,2.795,0.067,1.876,9.4013,29.244,14.72,3.769,1.093,9.437,7.074,-29.555,29.244,11.094,27.535
C_1342,failed,2007,6.188,18.075,0.591,0.629,3.076,-0.597,1.743,8.2297,26.246,15.401,3.554,0.038,8.171,8.624,-30.586,26.246,12.414,25.617
C_1343,alive,1999,27.33,39.163,1.727,3.53,9.531,0.422,17.637,95.3737,55.994,36.129,2.758,1.803,16.831,24.64,-14.883,55.994,27.398,52.464
C_1343,alive,2000,38.704,37.343,1.607,5.334,13.482,1.673,24.758,96.508,55.608,55.248,4.824,3.727,18.265,39.148,-14.681,55.608,43.972,50.274
C_1346,failed,1999,88.161,195.405,6.165,29.016,41.381,13.901,38.34,123.4931,289.664,168.58,54.608,22.851,94.259,54.202,36.077,289.664,113.921,260.648
C_1346,failed,2000,81.523,218.935,8.581,26.286,41.297,3.544,30.892,36.8831,348.398,164.584,52.761,17.705,129.463,50.515,37.74,348.398,109.162,322.112
C_1346,failed,2003,63.349,171.035,7.213,13.328,32.387,2.546,19.989,38.3131,279.385,130.068,34.312,6.115,108.35,39.57,34.204,279.385,78.151,266.057
C_1346,failed,2004,70.858,184.565,7.079,10.262,37.781,0.89,16.522,66.9024,295.203,139.121,33.045,3.183,110.638,42.593,34.788,295.203,86.441,284.941
C_1347,alive,2000,7.565,0.935,1.193,5.078,23.397,3.953,1.761,48.675,9.407,17.498,58.9395,3.885,8.472,1.872,-39.481,9.407,1.997,4.329
C_1347,alive,2001,6.004,1.305,1.271,2.199,23.397,1.138,1.219,54.867,5.963,17.262,58.9395,0.928,4.658,1.573,-39.39,5.963,1.7,3.764
C_1347,alive,2002,14.292,2.456,2.289,7.374,23.397,10.699,3.023,246.5767,12.323,29.59,58.9395,5.085,9.867,2.302,-29.307,12.323,2.422,4.949
C_1347,alive,2003,36.802,1.513,2.855,11.076,23.397,6.752,3.125,442.4301,15.788,86.359,58.9395,8.221,14.275,2.506,-24.731,15.788,11.366,4.712
C_1347,alive,2004,51.901,1.513,3.314,15.525,23.397,8.872,5.221,294.4951,21.353,93.522,58.9395,12.211,19.84,2.442,-18.235,21.353,10.624,5.828
C_1347,alive,2005,56.228,2.036,3.205,17.866,23.397,11.454,6.601,423.1236,25.302,102.319,58.9395,14.661,23.266,2.898,-11.017,25.302,10.582,7.436
C_1355,failed,2006,53.84,97.377,3.983,9.344,47.335,2.784,0.252,30.0699,183.03,75.191,13.8,5.361,85.653,16.605,39.059,183.03,34.971,173.686
C_1358,alive,1999,14.075,12.415,0.288,3.696,2.991,2.445,3.468,19.0539,21.158,18.395,1.688,3.408,8.743,4.047,8.641,21.158,6.957,17.462
C_1358,alive,2000,15.331,11.564,0.26,2.387,2.995,1.672,3.015,7.0993,19.163,18.276,1.627,2.127,7.599,3.72,9.762,19.163,6.005,16.776
C_1358,alive,2001,15.181,11.316,0.248,2.627,2.62,0.081,2.173,5.684,18.382,17.464,1.555,2.379,7.066,3.881,9.036,18.382,6.414,15.755
C_1358,alive,2002,16.365,10.723,0.21,1.365,2.711,0.836,2.897,6.6971,16.186,18.405,1.481,1.155,5.463,4.248,9.91,16.186,6.684,14.821
C_1358,alive,2003,45.854,102.94,7.408,17.427,12.452,5.817,18.124,44.4962,135.474,101.065,34.207,10.019,32.534,19.39,15.688,135.474,83.26,118.047
C_1358,alive,2004,49.361,114.394,7.6,14.156,13.041,1.504,20.266,17.738,143.548,90.972,24.211,6.556,29.154,20.201,17.199,143.548,71.649,129.392
C_1358,alive,2005,43.664,124.413,6.589,10.075,12.462,0.881,21.508,22.9393,147.337,80.992,17.344,3.486,22.924,17.565,18.023,147.337,60.966,137.262
C_1358,alive,2006,53.051,129.654,7.222,16.755,10.166,5.706,19.846,41.4468,158.916,79.797,12.972,9.533,29.262,16.718,23.397,158.916,54.402,142.161
C_1358,alive,2007,42.652,96.38,6.432,11.498,9.687,0.996,15.804,32.1784,118.212,61.724,0.403,5.066,21.832,15.485,24.393,118.212,37.569,106.714
C_1359,alive,2000,22.85,45.6,1.117,7.63,4.711,3.48,7.341,33.56,64.306,45.917,12.78,6.513,18.706,15.193,5.903,64.306,28.937,56.676
C_1359,alive,2001,19.2,37.621,1.174,3.083,2.637,-0.062,7.723,36.9425,50.752,41.343,9.9,1.909,13.131,13.388,5.588,50.752,24.462,47.669
C_1359,alive,2002,15.444,28.29,0.661,1.018,1.503,0.663,5.225,36.0483,38.224,36.703,7.263,0.357,9.934,9.472,6.26,38.224,18.874,37.206
C_1359,alive,2003,14.691,27.318,0.529,1.266,1.712,3.785,5.315,41.4966,37.295,33.774,58.9395,0.737,9.977,9.646,10.105,37.295,11.805,36.029
C_1359,alive,2004,13.802,30.836,0.441,2.402,2.675,1.473,6.0,42.2235,42.255,32.705,58.9395,1.961,11.419,6.908,11.047,42.255,9.397,39.853
C_1359,alive,2005,22.134,12.05,0.09,-0.082,0.96,1.198,3.095,35.2131,16.676,22.596,58.9395,-0.172,4.626,5.337,6.523,16.676,5.53,16.758
C_1359,alive,2006,16.37,12.388,0.104,-0.135,0.913,0.468,2.985,16.1806,17.788,16.752,58.9395,-0.239,5.4,4.296,3.834,17.788,4.324,17.923
C_1359,alive,2007,17.842,16.119,0.109,-0.452,2.212,0.341,2.95,19.1338,21.448,18.316,58.9395,-0.561,5.329,5.802,3.947,21.448,6.063,21.9
C_1359,alive,2008,10.331,11.664,0.129,-0.444,1.63,-0.687,2.963,4.9651,16.7,10.618,58.9395,-0.573,5.036,3.356,1.633,16.7,3.613,17.144
C_1359,alive,2009,8.216,6.66,0.093,-1.045,0.575,-0.531,1.333,3.6754,9.243,8.413,58.9395,-1.138,2.583,2.269,1.102,9.243,2.454,10.288
C_1361,alive,1999,53.987,82.195,2.643,11.851,26.151,5.406,23.663,69.344,125.128,112.686,31.984,9.208,42.933,29.175,19.423,125.128,69.844,113.277
C_1361,alive,2000,55.862,116.179,3.367,8.266,26.137,1.7,22.532,64.7248,167.746,113.481,36.533,4.899,51.567,24.682,19.609,167.746,70.131,159.48
C_1361,alive,2003,33.587,66.207,1.654,8.607,11.009,1.32,14.064,47.6548,105.284,58.421,2.015,6.953,39.077,16.975,9.018,105.284,23.84,96.677
C_1361,alive,2004,37.99,75.741,1.974,10.283,15.839,8.672,15.734,77.1741,118.804,63.084,1.456,8.309,43.063,18.494,17.69,118.804,25.397,108.521
C_1361,alive,2005,44.194,82.045,1.717,11.915,14.57,7.147,16.436,89.8319,126.873,70.314,58.9395,10.198,44.828,18.387,24.904,126.873,23.669,114.958
C_1361,alive,2006,56.797,120.388,2.342,13.395,21.09,3.553,31.184,91.65,176.773,106.543,19.8,11.053,56.385,29.286,28.361,176.773,56.124,163.378
C_1361,alive,2007,58.304,134.765,3.229,19.248,22.242,8.411,30.068,116.98,200.863,104.673,6.012,16.019,66.098,27.698,36.731,200.863,43.044,181.615
C_1372,failed,1999,8.824,30.424,3.407,3.365,0.483,-1.388,1.576,10.116,43.535,43.695,0.491,-0.042,13.111,12.99,38.783,43.535,13.851,40.17
C_1372,failed,2000,12.299,23.614,2.886,5.767,0.631,1.491,0.687,6.4659,36.376,47.092,10.206,2.881,12.762,4.64,40.275,36.376,15.755,30.609
C_1372,failed,2001,12.594,22.92,2.973,5.919,0.644,1.232,0.737,11.7223,35.763,47.883,10.0,2.946,12.843,4.209,41.507,35.763,15.264,29.844
C_1372,failed,2002,8.683,22.655,3.111,4.379,0.716,-0.189,1.066,15.0644,34.067,59.144,19.026,1.268,11.412,5.463,41.318,34.067,25.536,29.688
C_1373,alive,1999,4.573,49.365,3.029,1.699,0.564,-2.333,1.329,9.05,58.258,17.173,58.9395,-1.33,8.893,7.272,1.19,58.258,7.272,56.559
C_1377,alive,2004,12.939,21.104,0.404,-1.932,7.461,-3.769,4.612,10.3628,28.741,24.338,10.605,-2.336,7.637,10.027,-37.528,28.741,21.169,30.673
C_1379,alive,1999,6.169,39.73,2.941,1.323,1.934,-2.079,0.227,16.3463,56.374,29.615,1.683,-1.618,16.644,8.157,8.109,56.374,13.055,55.051
C_1379,alive,2000,6.272,40.286,2.604,-0.031,1.971,-4.774,0.319,11.5514,55.061,26.119,1.683,-2.635,14.775,9.49,3.335,55.061,14.333,55.092
C_1379,alive,2003,8.293,36.664,1.275,-0.356,1.829,-1.336,0.485,13.797,47.839,20.144,1.683,-1.631,11.175,6.511,0.422,47.839,11.125,48.195
C_1384,alive,2014,3.511,4.743,0.593,-0.593,0.451,-1.802,2.338,5.4379,8.941,5.414,0.378,-1.186,4.198,6.61,-47.892,8.941,7.759,9.534
C_1387,alive,2018,5.392,4.546,0.305,0.708,2.268,-0.161,1.722,4.6463,8.481,7.326,58.9395,0.403,3.935,1.273,3.133,8.481,1.623,7.773
C_1390,alive,1999,11.326,10.64,1.282,1.099,2.766,-0.505,2.621,7.2641,34.876,28.975,5.865,-0.183,24.236,4.345,11.77,34.876,11.365,33.777
C_1390,alive,2000,9.947,9.625,0.801,-1.23,2.787,-2.261,0.831,5.688,28.608,26.937,5.309,-2.031,18.983,5.09,9.509,28.608,11.588,29.838
C_1390,alive,2001,8.746,10.549,0.742,-0.739,4.042,-1.726,0.453,4.0612,24.169,25.09,4.515,-1.481,13.62,5.67,7.784,24.169,11.444,24.908
C_1390,alive,2002,10.454,12.633,0.722,1.426,2.607,1.572,1.833,5.0765,24.959,26.079,3.685,0.704,12.326,4.408,10.899,24.959,9.318,23.533
C_1390,alive,2003,8.852,12.176,0.693,0.658,3.123,-0.19,1.144,7.4563,24.471,24.453,2.807,-0.035,12.295,3.794,10.706,24.471,7.784,23.813
C_1390,alive,2004,8.771,12.234,0.673,-0.093,2.94,-0.903,1.477,6.2826,22.647,23.828,1.893,-0.766,10.413,4.967,9.801,22.647,8.0,22.74
C_1390,alive,2005,7.513,12.866,0.648,0.602,3.185,-0.198,1.688,10.0829,24.139,21.25,0.939,-0.046,11.273,4.666,9.601,24.139,5.605,23.537
C_1390,alive,2007,5.864,9.519,0.599,-0.361,3.055,-1.311,1.038,6.5565,17.919,18.543,4.671,-0.96,8.4,3.022,4.702,17.919,7.693,18.28
C_1390,alive,2015,13.106,16.648,0.161,2.438,4.699,4.78,1.015,16.5125,29.188,16.143,58.9395,2.277,12.54,2.047,7.024,29.188,2.047,26.75
C_1390,alive,2016,11.521,19.591,0.445,4.382,5.641,1.855,3.463,16.92,35.228,21.833,1.887,3.937,15.637,3.704,8.889,35.228,5.591,30.846
C_1390,alive,2017,16.29,22.044,0.775,8.401,8.787,4.662,3.104,34.4694,42.186,25.301,0.363,7.626,20.142,3.757,13.551,42.186,4.12,33.785
C_1390,alive,2018,18.15,20.067,0.78,3.978,7.817,2.227,3.555,31.6404,37.058,26.475,58.9395,3.198,16.991,2.393,15.778,37.058,2.393,33.08
C_1401,alive,1999,12.221,17.188,1.886,6.684,4.193,1.935,4.982,37.8526,37.345,55.32,17.304,4.798,20.157,8.355,-43.483,37.345,28.225,30.661
C_1401,alive,2000,25.576,17.488,2.436,9.186,5.594,1.425,10.792,48.315,41.904,100.557,34.56,6.75,24.416,31.403,-42.058,41.904,70.293,32.718
C_1401,alive,2001,30.254,21.531,6.066,19.013,4.557,2.835,11.111,64.51,93.186,107.285,33.873,12.947,71.655,36.82,-39.223,93.186,73.58,74.173
C_1401,alive,2002,26.868,23.123,2.93,19.566,4.88,3.794,12.902,54.1884,102.43,100.228,17.705,16.636,79.307,44.133,-35.429,102.43,62.745,82.864
C_1401,alive,2003,35.621,79.459,2.441,14.973,23.397,3.383,16.468,40.6413,94.432,123.138,25.858,12.532,14.973,53.153,-32.046,94.432,81.165,79.459
C_1401,alive,2004,36.775,113.735,3.78,19.205,23.397,3.233,18.34,63.8004,132.94,116.635,18.959,15.425,19.205,53.989,-29.008,132.94,75.245,113.735
C_1401,alive,2005,40.313,128.235,4.984,27.076,23.397,9.435,22.524,98.1795,155.311,141.774,24.751,22.092,27.076,60.184,-19.438,155.311,90.262,128.235
C_1402,alive,1999,47.931,77.275,3.956,8.033,12.77,1.729,28.795,34.3069,102.753,85.05,3.696,4.077,25.478,34.201,26.578,102.753,42.027,94.72
C_1402,alive,2000,60.314,88.702,3.984,9.538,13.809,2.936,38.173,17.9165,116.287,96.331,3.211,5.554,27.585,44.627,28.051,116.287,51.897,106.749
C_1402,alive,2001,37.379,62.949,4.025,6.218,13.81,-4.617,17.377,10.7499,86.31,76.1,3.215,2.193,23.361,30.401,22.222,86.31,37.495,80.092
C_1402,alive,2003,18.91,25.277,2.708,0.291,5.71,-4.974,5.266,19.1312,36.202,35.064,58.9395,-2.417,10.925,16.962,-3.97,36.202,22.628,35.911
C_1402,alive,2005,15.576,30.886,1.967,3.389,6.951,1.529,7.002,21.8309,44.455,29.635,5.965,1.422,13.569,7.392,-2.365,44.455,15.545,41.066
C_1402,alive,2006,18.786,37.455,1.849,3.817,9.031,1.163,8.561,25.7943,51.726,34.281,4.346,1.968,14.271,10.341,-1.175,51.726,18.674,47.909
C_1402,alive,2007,20.845,49.611,2.128,5.391,9.835,1.867,8.511,66.119,68.983,40.676,7.223,3.263,19.372,11.48,0.658,68.983,22.079,63.592
C_1402,alive,2008,20.023,47.212,2.297,4.341,8.852,1.038,9.778,19.2312,65.555,39.462,6.188,2.044,18.343,9.421,1.597,65.555,19.15,61.214
C_1402,alive,2009,18.115,38.657,1.967,1.338,8.221,-3.921,7.147,17.638,51.676,37.363,7.73,-0.629,13.019,9.611,-2.219,51.676,19.874,50.338
C_1402,alive,2010,17.764,41.557,2.127,3.721,8.331,0.361,8.228,21.7273,58.697,36.267,6.465,1.594,17.14,9.149,-1.881,58.697,17.696,54.976
C_1402,alive,2011,21.658,41.398,1.994,0.802,11.72,-1.425,8.627,35.344,56.058,40.73,8.217,-1.192,14.66,13.451,-3.459,56.058,23.284,55.256
C_1402,alive,2012,20.56,47.036,1.921,2.921,11.117,0.709,7.171,23.0324,63.933,39.132,7.222,1.0,16.897,11.667,-2.762,63.933,20.41,61.012
C_1402,alive,2013,17.337,38.578,2.214,1.105,9.4,-6.162,5.433,22.0713,52.961,32.72,6.271,-1.109,14.383,11.359,-8.853,52.961,19.412,51.856
C_1402,alive,2014,19.637,47.864,1.955,5.446,9.983,2.248,7.673,40.1477,68.303,33.961,4.627,3.491,20.439,11.833,-6.676,68.303,17.854,62.857
C_1402,alive,2015,24.889,49.212,1.524,4.29,14.472,2.228,8.578,45.336,69.739,41.886,7.929,2.766,20.527,13.586,-4.767,69.739,22.989,65.449
